# LongYin English canonical data - generated from the complete user translation corpus
<size=18>《棉套索》</size>\n<i>江湖<color=#78BE00>进阶射术</color><color=#2779FA>善本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#FF8C00>基础伤害 1</color></b>\n<size=14><color=#0066FF>内力消耗 6</color></size>\n<color=#00B400>手臂点穴+10%</color>\n<color=#00B400>腿足点穴+10%</color>\n\n伤害加成 \n经脉<color=#78BE00>中</color> 射术<color=#2779FA>上</color> 内力<color=#78BE00>中</color>\n\n进攻架势 \n手18\n防御架势 \n手6\n\n升级效果\n<color=#00B400>射术+1</color>\n<color=#00B400>经脉+1</color>\n\n修炼需求<size=14>(经验80%)</size>\n经脉10/<color=#B40000>射术20</color>\n\n<color=grey><i>以极细之棉纱反复编织至拇指粗细而成，可以有效牵制被套住的敌人行动</i></color>\n\n重量2\n价值1400	<size=18>"Cotton Lasso"</size>\n<i>Jianghu<color=#78BE00>Advanced Archery</color><color=#2779FA>Rare Edition</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#FF8C00>Base Damage 1</color></b>\n<size=14><color=#0066FF>Inner Force Cost 6</color></size>\n<color=#00B400>Arm Acupoint +10%</color>\n<color=#00B400>Leg Acupoint +10%</color>\n\nDamage Scaling Meridians<color=#78BE00>Medium</color> Archery<color=#2779FA>High</color>\nInner Force <color=#78BE00>Medium</color>\n\nOffensive Stance +18 Defensive Stance +6\\n\\nUpgrade Effect\n<color=#00B400>Archery +1</color>\n<color=#00B400>Meridians+1</color>\n\nTraining Requirement<size=14>(Experience 80%)</size>\nMeridians 10/<color=#B40000>Archery 20</color>\n\n<color=grey><i>Woven from extremely fine cotton thread until it's as thick as a thumb, it can effectively restrain an enemy once wrapped around them.</i></color>\n\nWeight 2\\nValue 1400
<size=18>《百变菱枪》</size>\n<i>江湖<color=#2779FA>上乘长兵</color><color=#78BE00>仿本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#FF8C00>基础伤害 14</color></b>\n<size=14><color=#0066FF>内力消耗 13</color></size>\n<color=#00B400>笨拙+10%</color>\n\n伤害加成 \n智力<color=#2779FA>上</color> 体质<color=#2779FA>上</color> 长兵<color=#2779FA>上</color>\n\n进攻架势 \n心19\n防御架势 \n心12\n\n升级效果\n<color=#00B400>长兵+1</color>\n<color=#00B400>体质+1</color>\n<color=#00B400>绝技+1</color>\n\n修炼需求<size=14>(经验5%)</size>\n智力20/体质20/<color=#B40000>长兵30</color>\n\n<color=grey><i>招式繁复多变的枪法，据说由悟性高超之人使出，能产生上百种变化</i></color>\n\n重量3\n价值2400	<size=18>Hundred Change Diamond Spear</size>\n<i>Jianghu<color=#2779FA>Superior Polearm</color><color=#78BE00>Copy</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#FF8C00>Base Damage 14</color></b>\n<size=14><color=#0066FF>Inner Force Cost 13</color></size>\n<color=#00B400>Clumsiness +10%</color>\n\nDamage Scaling Intelligence<color=#2779FA>High</color> Constitution<color=#2779FA>High</color> Polearm<color=#2779FA>High</color>\n\nOffensive Stance Heart 19 Defensive Stance Heart 12\\n\\nUpgrade Effect\n<color=#00B400>Polearm +1</color>\n<color=#00B400>Constitution +1</color>\n<color=#00B400>Body Art +1</color>\n\nTraining Requirement<size=14>(EXP 5%)</size>\nIntelligence 20/Constitution 20/<color=#B40000>Polearm 30</color>\n\n<color=grey><i>A complex and versatile spear technique said to be capable of hundreds of variations when used by someone with exceptional insight.</i></color>\n\nWeight 3\\nValue 2400
<size=18>《Flying Star Swift Sword》</size>\n<i>Jianghu<color=#2779FA>Superior Sword</color><color=#78BE00>Copy</color></i>\n<color=#00B400>(Learned, Layer 10)</color>\n\n<b><color=#D2691E>基础伤害 14</color></b>\n<size=15><color=#0066FF>内力消耗 14</color></size>\n<color=#00B400>急速+8%</color>\n\n伤害加成 \n灵巧<color=#9A7CFF>精</color> 剑法<color=#9A7CFF>精</color> 内力<color=#78BE00>中</color>\n\n进攻架势 \n心20\n防御架势 \n心12\n\n升级效果\n<color=#00B400>剑法+1</color>\n<color=#00B400>灵巧+1</color>\n<color=#00B400>轻功+1</color>\n\n修炼需求\n灵巧25/剑法25\n\n<color=grey><i>极为迅捷快速的剑招，映照在地上的剑光如飞星般闪烁，故而得名</i></color>\n\n重量3\n价值2400	<size=18>《Flying Star Swift Sword》</size>\n<i>Jianghu<color=#2779FA>Superior Sword</color><color=#78BE00>Copy</color></i>\n<color=#00B400>(Learned, Layer 10)</color>\n\n<b><color=#D2691E>Base Damage 14</color></b>\n<size=15><color=#0066FF>Inner Force Cost 14</color></size>\n<color=#00B400>Haste +8%</color>\n\nDamage Scaling\nAgility <color=#9A7CFF>Superior</color>\nSword <color=#9A7CFF>Superior</color>\nInner Force <color=#78BE00>Medium</color>\n\nOffensive Stance\nHeart 20\nDefensive Stance\nHeart 12\n\nUpgrade Effect\n<color=#00B400>Sword +1</color>\n<color=#00B400>Agility +1</color>\n<color=#00B400>Movement Art +1</color>\n\nTraining Requirement\nSkilled 25 / Sword 25\n\n<color=grey><i>Extremely fast sword moves; the reflected sword-light flickers on the ground like shooting stars — hence the name</i></color>\n\nWeight 3\\nValue 2400
<size=18>Meridian Technique</size>\n<i>Jianghu<color=#8C8C8C>Basic Internal Art</color><color=#9A7CFF>Ancient Manual</color></i>\n<color=#B40000>(Undiscovered)</color>\n\nEquipment Effect\n<color=#00B400>Max Health +10</color>\n<color=#00B400>Inner Force Limit +60</color>\n<color=#00B400>Agility+4</color>\n<color=#00B400>Willpower+4</color>\n<color=#00B400>Meridians+4</color>\n\nUpgrade Effect\n<color=#00B400>Internal Art +1</color>\n<color=#00B400>Strength +1</color>\n\nTraining Requirement: Internal Art 10\n<i><color=grey>Left Shift for Details</color></i>\n\n重量1\n价值800	<size=18>Meridian Technique</size>\n<i>Jianghu<color=#8C8C8C>Basic Internal Art</color><color=#9A7CFF>Ancient Manual</color></i>\n<color=#B40000>(Undiscovered)</color>\n\nEquipment Effect\n<color=#00B400>Max Health +10</color>\n<color=#00B400>Max Inner Force +60</color>\n<color=#00B400>Agility+4</color>\n<color=#00B400>Willpower+4</color>\n<color=#00B400>Meridians+4</color>\n\nUpgrade Effect\n<color=#00B400>Internal Art +1</color>\n<color=#00B400>Strength +1</color>\n\nTraining Requirement: Internal Art 10\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight 1\\nValue 800
<size=18>Ground Blade Technique</size>\n<i>Jianghu<color=#78BE00>Advanced Blade Technique</color><color=#2779FA>Rare Edition</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#FF8C00>基础伤害 11</color></b>\n<size=14><color=#0066FF>内力消耗 9</color></size>\n<color=#00B400>不屈+6%</color>\n\n伤害加成 \n灵巧<color=#78BE00>中</color> 意志<color=#2779FA>上</color> 刀法<color=#78BE00>中</color>\n\n进攻架势 \n足14\n防御架势 \n足14\n\n升级效果\n<color=#00B400>刀法+1</color>\n<color=#00B400>意志+1</color>\n\n修炼需求\n意志15/刀法10\n\n<color=grey><i>一套与各种地趟动作结合而成的下盘刀法，招式之间跌扑滚摔，虽然不甚雅观，实则攻守兼备</i></color>\n\n重量2\n价值1400	<size=18>Ground Blade Technique</size>\n<i>Jianghu<color=#78BE00>Advanced Blade</color><color=#2779FA>Rare Edition</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#FF8C00>Base Damage 11</color></b>\n<size=14><color=#0066FF>Inner Force Cost 9</color></size>\n<color=#00B400>Unyielding +6%</color>\n\nDamage Scaling\nAgility <color=#78BE00>Medium</color> Willpower<color=#2779FA>High</color> Blade<color=#78BE00>Medium</color>\n\nOffensive Stance +14 Defensive Stance +14\\n\\nUpgrade Effect\n<color=#00B400>Blade +1</color>\n<color=#00B400>Willpower +1</color>\n\nTraining Requirement: Willpower 15 / Blade 10\n\n<color=grey><i>A set of blade techniques combined with various ground movements, featuring tumbles and rolls between moves. Though not particularly graceful, these techniques offer a balanced approach to offense and defense.</i></color>\n\nWeight 2\\nValue 1400
<size=18>Mongolian horses</size>\n<i><color=#2779FA>quality horses</color><color=#78BE00>inferior quality</color></i>\n\nTamed 81%\n\nSpeed 42<color=#00B400> +9</color>\nsprint 37<color=#00B400> +4</color>\nEndurance 40<color=#00B400> +8</color>\nResilience 41<color=#00B400> +1</color>\n\nMaximum load capacity +160\nVision range +22%\nExploration Endurance +11%\n\nWeight: 15\nValue 960\n\n<color=grey><i>A fine breed from the Mongolian steppe; not large in frame, but exceptionally brave and sturdy.</i></color>\n<i><color=grey>Jin Woo's current equipment</color></i>	<size=18>Mongolian Horse</size>\n<i><color=#2779FA>quality horses</color><color=#78BE00>inferior quality</color></i>\n\nTamed 81%\n\nSpeed 42<color=#00B400> +9</color>\nSprint 37<color=#00B400> +4</color>\nEndurance 40<color=#00B400> +8</color>\nResilience 41<color=#00B400> +1</color>\n\nMaximum load capacity +160\nVision range +22%\nExploration Endurance +11%\n\nWeight: 15\nValue 960\n\n<color=grey><i>A fine breed from the Mongolian steppe; not large in frame, but exceptionally brave and sturdy.</i></color>\n<i><color=grey>Jin Woo's current equipment</color></i>
<size=18>《狂风扫雷扇》</size>\n<i>江湖<color=#2779FA>上乘奇门</color><color=#78BE00>仿本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#D2691E>基础伤害 15</color></b>\n<size=15><color=#0066FF>内力消耗 14</color></size>\n<color=#00B400>连击+4%</color>\n<color=#00B400>雷电+4%</color>\n\n伤害加成 \n灵巧<color=#2779FA>上</color> 奇门<color=#2779FA>上</color> 内力<color=#2779FA>上</color>\n\n升级效果\n<color=#00B400>奇门+1</color>\n<color=#00B400>灵巧+1</color>\n<color=#00B400>经脉+1</color>\n\n修炼需求<size=14>(经验5%)</size>\n灵巧20/经脉15/<color=#B40000>奇门30</color>\n<i><color=grey>左Shift查看详情</color></i>\n\n重量3\n价值2400	<size=18>《Whirlwind Thunder Sweeping Fan》</size>\n<i>Jianghu<color=#2779FA>Superior Qimen</color><color=#78BE00>Copy</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#D2691E>Base Damage 15</color></b>\n<size=15><color=#0066FF>Inner Force Cost 14</color></size>\n<color=#00B400>Combo Rate +4%</color>\n<color=#00B400>Thunder +4%</color>\n\nDamage Scaling\nAgility <color=#2779FA>High</color> Qimen<color=#2779FA>High</color>\nInner Force <color=#2779FA>High</color>\n\nUpgrade Effect\n<color=#00B400>Qimen +1</color>\n<color=#00B400>Agility +1</color>\n<color=#00B400>Meridians+1</color>\n\nTraining Requirement<size=14>(EXP 5%)</size>\nSkilled 20/Meridians 15/<color=#B40000>Qimen 30</color>\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight 3\\nValue 2400
<size=18>《阎王帖》</size>\n<i>江湖<color=#FF8C06>顶极射术</color><color=#9A7CFF>古本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#D2691E>基础伤害 21</color></b>\n<size=15><color=#0066FF>内力消耗 24</color></size>\n<color=#00B400>流血+6%</color>\n<color=#00B400>脆弱+6%</color>\n\n伤害加成 \n灵巧<color=#9A7CFF>精</color> 射术<color=#9A7CFF>精</color> 内力<color=#2779FA>上</color>\n\n升级效果\n<color=#00B400>射术潜力+2</color>\n<color=#00B400>射术+1</color>\n<color=#00B400>灵巧+1</color>\n\n修炼需求<size=14>(经验5%)</size>\n灵巧50/<color=#B40000>射术65</color>\n<i><color=grey>左Shift查看详情</color></i>\n\n重量5\n价值12800	<size=18>《Yama's Notice》</size>\n<i>Jianghu<color=#FF8C06>Ultimate Archery</color><color=#9A7CFF>Ancient Manual</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#D2691E>Base Damage 21</color></b>\n<size=15><color=#0066FF>Inner Force Cost 24</color></size>\n<color=#00B400>Bleed: +6%</color>\n<color=#00B400>Vulnerable by 6%</color>\n\nDamage Scaling\nAgility <color=#9A7CFF>Superior</color> Archery<color=#9A7CFF>Superior</color>\nInner Force <color=#2779FA>High</color>\n\nUpgrade Effect\n<color=#00B400>Archery Potential +2</color>\n<color=#00B400>Archery +1</color>\n<color=#00B400>Agility +1</color>\n\nTraining Requirement<size=14>(EXP 5%)</size>\nSmart 50/<color=#B40000>Archery 65</color>\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight: 5\nValue 12800
<size=18>《阴蛇蛊》</size>\n<i>五毒教<color=#78BE00>进阶奇门</color><color=#8C8C8C>残本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#D2691E>基础伤害 10</color></b>\n<size=15><color=#0066FF>内力消耗 10</color></size>\n<color=#00B400>迟缓+4%</color>\n<color=#00B400>冰寒+4%</color>\n\n伤害加成 \n意志<color=#2779FA>上</color> 奇门<color=#2779FA>上</color> 毒术<color=#78BE00>中</color>\n\n升级效果\n<color=#00B400>奇门+1</color>\n<color=#00B400>意志+1</color>\n\n修炼需求<size=14>(经验20%)</size>\n意志10/<color=#B40000>奇门15</color>/<color=#B40000>毒术10</color>\n<i><color=grey>左Shift查看详情</color></i>\n\n重量2\n价值1000	<size=18>《Yin Snake Gu》</size>\n<i>Five Poisons Sect<color=#78BE00>Advanced Qimen</color><color=#8C8C8C>Incomplete Manual</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#D2691E>Base Damage 10</color></b>\n<size=15><color=#0066FF>Inner Force Cost 10</color></size>\n<color=#00B400>Slow +4%</color>\n<color=#00B400>Ice Cold +4%</color>\n\nDamage Scaling\nWillpower<color=#2779FA>High</color> Qimen<color=#2779FA>High</color> Poison<color=#78BE00>Medium</color>\n\nUpgrade Effect\n<color=#00B400>Qimen +1</color>\n<color=#00B400>Willpower +1</color>\n\nTraining Requirement<size=14>(Experience 20%)</size>\nWill 10/<color=#B40000>Qimen 15</color>/<color=#B40000>Poison 10</color>\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight 2\\nValue 1000
<size=18>《泰山十八刀》</size>\n<i>江湖<color=#2779FA>上乘刀法</color><color=#8C8C8C>残本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#D2691E>基础伤害 15</color></b>\n<size=15><color=#0066FF>内力消耗 13</color></size>\n<color=#00B400>断腕+8%</color>\n\n伤害加成 \n体质<color=#2779FA>上</color> 刀法<color=#2779FA>上</color> 内力<color=#2779FA>上</color>\n\n升级效果\n<color=#00B400>刀法+1</color>\n<color=#00B400>体质+1</color>\n<color=#00B400>意志+1</color>\n\n修炼需求<size=14>(经验5%)</size>\n意志10/体质20/<color=#B40000>刀法25</color>\n<i><color=grey>左Shift查看详情</color></i>\n\n重量3\n价值2000	<size=18>《Taishan Eighteen Blades》</size>\n<i>Jianghu<color=#2779FA>Superior Blade</color><color=#8C8C8C>Incomplete Manual</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#D2691E>Base Damage 15</color></b>\n<size=15><color=#0066FF>Inner Force Cost 13</color></size>\n<color=#00B400>Desperate measures +8%</color>\n\nDamage Scaling Constitution<color=#2779FA>High</color> Blade<color=#2779FA>High</color>\nInner Force <color=#2779FA>High</color>\n\nUpgrade Effect\n<color=#00B400>Blade +1</color>\n<color=#00B400>Constitution +1</color>\n<color=#00B400>Willpower +1</color>\n\nTraining Requirement<size=14>(EXP 5%)</size>\nWill 10/Physical Constitution 20/<color=#B40000>Blade 25</color>\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight: 3\nValue 2000
<size=18>《百变菱枪》</size>\n<i>江湖<color=#2779FA>上乘长兵</color><color=#78BE00>仿本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#FF8C00>基础伤害 14</color></b>\n<size=14><color=#0066FF>内力消耗 13</color></size>\n<color=#00B400>笨拙+10%</color>\n\n伤害加成 \n智力<color=#2779FA>上</color> 体质<color=#2779FA>上</color> 长兵<color=#2779FA>上</color>\n\n升级效果\n<color=#00B400>长兵+1</color>\n<color=#00B400>体质+1</color>\n<color=#00B400>绝技+1</color>\n\n修炼需求<size=14>(经验5%)</size>\n智力20/体质20/<color=#B40000>长兵30</color>\n<i><color=grey>左Shift查看详情</color></i>\n\n重量3\n价值2400	<size=18>Hundred Change Diamond Spear</size>\n<i>Jianghu<color=#2779FA>Superior Polearm</color><color=#78BE00>Copy</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#FF8C00>Base Damage 14</color></b>\n<size=14><color=#0066FF>Inner Force Cost 13</color></size>\n<color=#00B400>Clumsiness +10%</color>\n\nDamage Scaling Intelligence<color=#2779FA>High</color> Constitution<color=#2779FA>High</color> Polearm<color=#2779FA>High</color>\n\nUpgrade Effect\n<color=#00B400>Polearm +1</color>\n<color=#00B400>Constitution +1</color>\n<color=#00B400>Body Art +1</color>\n\nTraining Requirement<size=14>(EXP 5%)</size>\nIntelligence 20/Constitution 20/<color=#B40000>Polearm 30</color>\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight 3\\nValue 2400
<size=18>《Flying Star Swift Sword》</size>\n<i>Jianghu<color=#2779FA>Superior Sword</color><color=#78BE00>Copy</color></i>\n<color=#00B400>(Learned, Layer 10)</color>\n\n<b><color=#D2691E>基础伤害 14</color></b>\n<size=15><color=#0066FF>内力消耗 14</color></size>\n<color=#00B400>急速+8%</color>\n\n伤害加成 \n灵巧<color=#9A7CFF>精</color> 剑法<color=#9A7CFF>精</color> 内力<color=#78BE00>中</color>\n\n升级效果\n<color=#00B400>剑法+1</color>\n<color=#00B400>灵巧+1</color>\n<color=#00B400>轻功+1</color>\n\n修炼需求\n灵巧25/剑法25\n<i><color=grey>左Shift查看详情</color></i>\n\n重量3\n价值2400	<size=18>《Flying Star Swift Sword》</size>\n<i>Jianghu<color=#2779FA>Superior Sword</color><color=#78BE00>Copy</color></i>\n<color=#00B400>(Learned, Layer 10)</color>\n\n<b><color=#D2691E>Base Damage 14</color></b>\n<size=15><color=#0066FF>Inner Force Cost 14</color></size>\n<color=#00B400>Haste +8%</color>\n\nDamage Scaling\nAgility <color=#9A7CFF>Superior</color>\nSword <color=#9A7CFF>Superior</color>\nInner Force <color=#78BE00>Medium</color>\n\nUpgrade Effect\n<color=#00B400>Sword +1</color>\n<color=#00B400>Agility +1</color>\n<color=#00B400>Movement Art +1</color>\n\nTraining Requirement\nSkilled 25 / Sword 25\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight 3\\nValue 2400
<size=18>《棉套索》</size>\n<i>江湖<color=#78BE00>进阶射术</color><color=#2779FA>善本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#FF8C00>基础伤害 1</color></b>\n<size=14><color=#0066FF>内力消耗 6</color></size>\n<color=#00B400>手臂点穴+10%</color>\n<color=#00B400>腿足点穴+10%</color>\n\n伤害加成 \n经脉<color=#78BE00>中</color> 射术<color=#2779FA>上</color> 内力<color=#78BE00>中</color>\n\n升级效果\n<color=#00B400>射术+1</color>\n<color=#00B400>经脉+1</color>\n\n修炼需求<size=14>(经验80%)</size>\n经脉10/<color=#B40000>射术20</color>\n<i><color=grey>左Shift查看详情</color></i>\n\n重量2\n价值1400	<size=18>"Cotton Lasso"</size>\n<i>Jianghu<color=#78BE00>Advanced Archery</color><color=#2779FA>Rare Edition</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#FF8C00>Base Damage 1</color></b>\n<size=14><color=#0066FF>Inner Force Cost 6</color></size>\n<color=#00B400>Arm Acupoint +10%</color>\n<color=#00B400>Leg Acupoint +10%</color>\n\nDamage Scaling Meridians<color=#78BE00>Medium</color> Archery<color=#2779FA>High</color>\nInner Force <color=#78BE00>Medium</color>\n\nUpgrade Effect\n<color=#00B400>Archery +1</color>\n<color=#00B400>Meridians+1</color>\n\nTraining Requirement<size=14>(Experience 80%)</size>\nMeridians 10/<color=#B40000>Archery 20</color>\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight 2\\nValue 1400
<size=18>《逐浪刀法》</size>\n<i>江湖<color=#2779FA>上乘刀法</color><color=#2779FA>善本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#D2691E>基础伤害 16</color></b>\n<size=15><color=#0066FF>内力消耗 16</color></size>\n<color=#00B400>压制+8%</color>\n\n伤害加成 \n力道<color=#2779FA>上</color> 体质<color=#2779FA>上</color> 刀法<color=#78BE00>中</color>\n\n升级效果\n<color=#00B400>刀法+1</color>\n<color=#00B400>力道+1</color>\n<color=#00B400>体质+1</color>\n\n修炼需求<size=14>(经验5%)</size>\n力道25/体质15/<color=#B40000>刀法25</color>\n<i><color=grey>左Shift查看详情</color></i>\n\n重量3\n价值2800	<size=18>《Wave Chasing Blade》</size>\n<i>Jianghu<color=#2779FA>Superior Blade</color><color=#2779FA>Rare Edition</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#D2691E>Base Damage 16</color></b>\n<size=15><color=#0066FF>Inner Force Cost 16</color></size>\n<color=#00B400>Suppression +8%</color>\n\nDamage Scaling Strength<color=#2779FA>High</color> Constitution<color=#2779FA>High</color> Blade<color=#78BE00>Medium</color>\n\nUpgrade Effect\n<color=#00B400>Blade +1</color>\n<color=#00B400>Strength +1</color>\n<color=#00B400>Constitution +1</color>\n\nTraining Requirement<size=14>(EXP 5%)</size>\nForce: 25 / Constitution: 15<color=#B40000>Blade 25</color>\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight 3\\nValue 2800
<size=18>《醉八仙棍法》</size>\n<i>江湖<color=#2779FA>上乘长兵</color><color=#8C8C8C>残本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#D2691E>基础伤害 15</color></b>\n<size=15><color=#0066FF>内力消耗 15</color></size>\n<color=#00B400>乱神+8%</color>\n<color=#00B400>疯魔+4%</color>\n\n伤害加成 \n意志<color=#2779FA>上</color> 长兵<color=#2779FA>上</color> 内力<color=#2779FA>上</color>\n\n升级效果\n<color=#00B400>长兵+2</color>\n<color=#00B400>经脉+1</color>\n\n修炼需求<size=14>(经验20%)</size>\n意志20/<color=#B40000>长兵30</color>\n<i><color=grey>左Shift查看详情</color></i>\n\n重量3\n价值2000	<size=18>《Drunken Eight Immortals Staff》</size>\n<i>Jianghu<color=#2779FA>Superior Polearm</color><color=#8C8C8C>Incomplete Manual</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#D2691E>Base Damage 15</color></b>\n<size=15><color=#0066FF>Inner Force Cost 15</color></size>\n<color=#00B400>Chaos +8%</color>\n<color=#00B400>Crazy+4%</color>\n\nDamage Scaling\nWillpower<color=#2779FA>High</color> Polearm<color=#2779FA>High</color>\nInner Force <color=#2779FA>High</color>\n\nUpgrade Effect\n<color=#00B400>Polearm +2</color>\n<color=#00B400>Meridians+1</color>\n\nTraining Requirement<size=14>(Experience 20%)</size>\nWill 20/<color=#B40000>Polearm 30</color>\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight: 3\nValue 2000
<size=18>《含沙射影》</size>\n<i>江湖<color=#2779FA>上乘射术</color><color=#8C8C8C>残本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#D2691E>基础伤害 12</color></b>\n<size=15><color=#0066FF>内力消耗 14</color></size>\n<color=#00B400>目盲+8%</color>\n\n伤害加成 \n灵巧<color=#9A7CFF>精</color> 射术<color=#9A7CFF>精</color> 内力<color=#78BE00>中</color>\n\n升级效果\n<color=#00B400>射术+1</color>\n<color=#00B400>灵巧+1</color>\n<color=#00B400>轻功+1</color>\n\n修炼需求<size=14>(经验20%)</size>\n灵巧20/<color=#B40000>射术30</color>\n<i><color=grey>左Shift查看详情</color></i>\n\n重量3\n价值2000	<size=18>《Shooting from Darkness》</size>\n<i>Jianghu<color=#2779FA>Superior Archery</color><color=#8C8C8C>Incomplete Manual</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#D2691E>Base Damage 12</color></b>\n<size=15><color=#0066FF>Inner Force Cost 14</color></size>\n<color=#00B400>Blind +8%</color>\n\nDamage Scaling\nAgility <color=#9A7CFF>Superior</color> Archery<color=#9A7CFF>Superior</color>\nInner Force <color=#78BE00>Medium</color>\n\nUpgrade Effect\n<color=#00B400>Archery +1</color>\n<color=#00B400>Agility +1</color>\n<color=#00B400>Movement Art +1</color>\n\nTraining Requirement<size=14>(Experience 20%)</size>\nSmart 20/<color=#B40000>Archery 30</color>\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight: 3\nValue 2000
<size=18>《百兽刀法》</size>\n<i>江湖<color=#2779FA>上乘刀法</color><color=#2779FA>善本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#FF8C00>基础伤害 14</color></b>\n<size=14><color=#0066FF>内力消耗 12</color></size>\n<color=#00B400>活血+10%</color>\n\n伤害加成 \n体质<color=#9A7CFF>精</color> 刀法<color=#9A7CFF>精</color> 内力<color=#78BE00>中</color>\n\n升级效果\n<color=#00B400>刀法+1</color>\n<color=#00B400>体质+1</color>\n<color=#00B400>绝技+1</color>\n\n修炼需求<size=14>(经验5%)</size>\n体质15/<color=#B40000>刀法30</color>\n<i><color=grey>左Shift查看详情</color></i>\n\n重量3\n价值2800	<size=18>Hundred Beasts Blade</size>\n<i>Jianghu<color=#2779FA>Superior Blade</color><color=#2779FA>Rare Edition</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#FF8C00>Base Damage 14</color></b>\n<size=14><color=#0066FF>Inner Force Cost 12</color></size>\n<color=#00B400>Blood Circulation +10%</color>\n\nDamage Scaling Constitution<color=#9A7CFF>Superior</color> Blade<color=#9A7CFF>Superior</color>\nInner Force <color=#78BE00>Medium</color>\n\nUpgrade Effect\n<color=#00B400>Blade +1</color>\n<color=#00B400>Constitution +1</color>\n<color=#00B400>Body Art +1</color>\n\nTraining Requirement<size=14>(EXP 5%)</size>\nConstitution 15/<color=#B40000>Blade 30</color>\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight 3\\nValue 2800
<size=18>《Copper Hammer Hand》</size>\n<i>丐帮<color=#2779FA>上乘拳掌</color><color=#2779FA>善本</color></i>\n<color=#B40000>(未习得)</color>\n\n<b><color=#D2691E>基础伤害 16</color></b>\n<size=15><color=#0066FF>内力消耗 17</color></size>\n<color=#00B400>压制+4%</color>\n<color=#00B400>眩晕+4%</color>\n<color=#00B400>击退+1</color>\n\n伤害加成 \n力道<color=#2779FA>上</color> 拳掌<color=#2779FA>上</color> 内力<color=#2779FA>上</color>\n\n升级效果\n<color=#00B400>拳掌+1</color>\n<color=#00B400>力道+2</color>\n\n修炼需求\n力道25/拳掌30\n<i><color=grey>左Shift查看详情</color></i>\n\n重量3\n价值2800	<size=18>《Copper Hammer Hand》</size>\n<i>Beggars Sect<color=#2779FA>Superior Fist</color><color=#2779FA>Rare Edition</color></i>\n<color=#B40000>(Undiscovered)</color>\n\n<b><color=#D2691E>Base Damage 16</color></b>\n<size=15><color=#0066FF>Inner Force Cost 17</color></size>\n<color=#00B400>Suppression +4%</color>\n<color=#00B400>Stun +4%</color>\n<color=#00B400>Repel +1</color>\n\nDamage Scaling Strength<color=#2779FA>High</color> Fist<color=#2779FA>High</color>\nInner Force <color=#2779FA>High</color>\n\nUpgrade Effect\n<color=#00B400>Fist+1</color>\n<color=#00B400>Strength+2</color>\n\nTraining Requirement\nForce level 25/Fist: 30\n<i><color=grey>Left Shift for Details</color></i>\n\nWeight 3\\nValue 2800
